"Código","Unidade Territorial","UF","Referência","Taxa de Atualização Cadastral (TAC) para cálculo do Índice de Gestão Descentralizada do Município (IGD-M)"
"314800","PATOS DE MINAS","MG","12/2020","76.47"
"314810","PATROCÍNIO","MG","12/2020","80.57"
"314820","PATROCÍNIO DO MURIAÉ","MG","12/2020","94.10"
"314830","PAULA CÂNDIDO","MG","12/2020","81.41"
"314840","PAULISTAS","MG","12/2020","93.97"
"314850","PAVÃO","MG","12/2020","88.39"
"314860","PEÇANHA","MG","12/2020","91.20"
"314870","PEDRA AZUL","MG","12/2020","85.41"
"314875","PEDRA BONITA","MG","12/2020","58.24"
"314880","PEDRA DO ANTA","MG","12/2020","80.18"
"314890","PEDRA DO INDAIÁ","MG","12/2020","76.99"
"314900","PEDRA DOURADA","MG","12/2020","74.80"
"314910","PEDRALVA","MG","12/2020","84.25"
"314915","PEDRAS DE MARIA DA CRUZ","MG","12/2020","85.52"
"314920","PEDRINÓPOLIS","MG","12/2020","90.13"
"314930","PEDRO LEOPOLDO","MG","12/2020","79.81"
"314940","PEDRO TEIXEIRA","MG","12/2020","81.19"
"314950","PEQUERI","MG","12/2020","88.67"
"314960","PEQUI","MG","12/2020","82.16"
"314970","PERDIGÃO","MG","12/2020","90.66"
"314980","PERDIZES","MG","12/2020","82.70"
"314990","PERDÕES","MG","12/2020","80.98"
"314995","PERIQUITO","MG","12/2020","87.29"
"315000","PESCADOR","MG","12/2020","82.87"
"315010","PIAU","MG","12/2020","76.51"
"315015","PIEDADE DE CARATINGA","MG","12/2020","86.25"
"315020","PIEDADE DE PONTE NOVA","MG","12/2020","87.61"
"315030","PIEDADE DO RIO GRANDE","MG","12/2020","78.74"
"315040","PIEDADE DOS GERAIS","MG","12/2020","75.34"
"315050","PIMENTA","MG","12/2020","82.86"
"315053","PINGO DÁGUA","MG","12/2020","81.94"
"315057","PINTÓPOLIS","MG","12/2020","90.55"
"315060","PIRACEMA","MG","12/2020","71.32"
"315070","PIRAJUBA","MG","12/2020","69.51"
"315080","PIRANGA","MG","12/2020","88.06"
"315090","PIRANGUÇU","MG","12/2020","83.39"
"315100","PIRANGUINHO","MG","12/2020","91.75"
"315110","PIRAPETINGA","MG","12/2020","85.51"
"315120","PIRAPORA","MG","12/2020","85.18"
"315130","PIRAÚBA","MG","12/2020","84.85"
"315140","PITANGUI","MG","12/2020","84.44"
"315150","PIUMHI","MG","12/2020","87.85"
"315160","PLANURA","MG","12/2020","89.49"
"315170","POÇO FUNDO","MG","12/2020","73.75"
"315180","POÇOS DE CALDAS","MG","12/2020","83.60"
"315190","POCRANE","MG","12/2020","83.95"
"315200","POMPÉU","MG","12/2020","80.30"
"315210","PONTE NOVA","MG","12/2020","83.32"
"315213","PONTO CHIQUE","MG","12/2020","79.70"
"315217","PONTO DOS VOLANTES","MG","12/2020","92.96"
"315220","PORTEIRINHA","MG","12/2020","84.48"
"315230","PORTO FIRME","MG","12/2020","94.87"
"315240","POTÉ","MG","12/2020","85.05"
"315250","POUSO ALEGRE","MG","12/2020","85.14"
"315260","POUSO ALTO","MG","12/2020","78.11"
"315270","PRADOS","MG","12/2020","80.59"
"315280","PRATA","MG","12/2020","76.95"
"315290","PRATÁPOLIS","MG","12/2020","79.36"
"315300","PRATINHA","MG","12/2020","77.80"
"315310","PRESIDENTE BERNARDES","MG","12/2020","92.93"
"315320","PRESIDENTE JUSCELINO","MG","12/2020","87.20"
"315330","PRESIDENTE KUBITSCHEK","MG","12/2020","79.95"
"315340","PRESIDENTE OLEGÁRIO","MG","12/2020","88.15"
"315350","ALTO JEQUITIBÁ","MG","12/2020","81.14"
"315360","PRUDENTE DE MORAIS","MG","12/2020","83.52"
"315370","QUARTEL GERAL","MG","12/2020","84.78"
"315380","QUELUZITO","MG","12/2020","90.37"
"315390","RAPOSOS","MG","12/2020","76.51"
"315400","RAUL SOARES","MG","12/2020","77.75"
"315410","RECREIO","MG","12/2020","90.18"
"315415","REDUTO","MG","12/2020","87.10"
"315420","RESENDE COSTA","MG","12/2020","88.02"
"315430","RESPLENDOR","MG","12/2020","84.94"
"315440","RESSAQUINHA","MG","12/2020","79.79"
"315445","RIACHINHO","MG","12/2020","77.62"
"315450","RIACHO DOS MACHADOS","MG","12/2020","86.72"
"315460","RIBEIRÃO DAS NEVES","MG","12/2020","83.09"
"315470","RIBEIRÃO VERMELHO","MG","12/2020","84.80"
"315480","RIO ACIMA","MG","12/2020","72.48"
"315490","RIO CASCA","MG","12/2020","88.87"
"315500","RIO DOCE","MG","12/2020","92.92"
"315510","RIO DO PRADO","MG","12/2020","80.85"
"315520","RIO ESPERA","MG","12/2020","82.06"
"315530","RIO MANSO","MG","12/2020","74.72"
"315540","RIO NOVO","MG","12/2020","87.28"
"315550","RIO PARANAÍBA","MG","12/2020","83.83"
"315560","RIO PARDO DE MINAS","MG","12/2020","85.00"
"315570","RIO PIRACICABA","MG","12/2020","84.25"
"315580","RIO POMBA","MG","12/2020","85.94"
"315590","RIO PRETO","MG","12/2020","72.44"
"315600","RIO VERMELHO","MG","12/2020","89.44"
"315610","RITÁPOLIS","MG","12/2020","85.92"
"315620","ROCHEDO DE MINAS","MG","12/2020","91.07"
"315630","RODEIRO","MG","12/2020","84.26"
"315640","ROMARIA","MG","12/2020","75.18"
"315645","ROSÁRIO DA LIMEIRA","MG","12/2020","78.66"
"315650","RUBELITA","MG","12/2020","87.39"
"315660","RUBIM","MG","12/2020","85.80"
"315670","SABARÁ","MG","12/2020","81.19"
"315680","SABINÓPOLIS","MG","12/2020","86.92"
"315690","SACRAMENTO","MG","12/2020","85.07"
"315700","SALINAS","MG","12/2020","85.53"
"315710","SALTO DA DIVISA","MG","12/2020","85.21"
"315720","SANTA BÁRBARA","MG","12/2020","92.99"
"315725","SANTA BÁRBARA DO LESTE","MG","12/2020","87.97"
"315727","SANTA BÁRBARA DO MONTE VERDE","MG","12/2020","86.30"
"315730","SANTA BÁRBARA DO TUGÚRIO","MG","12/2020","74.22"
"315733","SANTA CRUZ DE MINAS","MG","12/2020","69.29"
"315737","SANTA CRUZ DE SALINAS","MG","12/2020","81.20"
"315740","SANTA CRUZ DO ESCALVADO","MG","12/2020","74.51"
"315750","SANTA EFIGÊNIA DE MINAS","MG","12/2020","81.79"
"315760","SANTA FÉ DE MINAS","MG","12/2020","80.32"
"315765","SANTA HELENA DE MINAS","MG","12/2020","89.05"
"315770","SANTA JULIANA","MG","12/2020","77.79"
"315780","SANTA LUZIA","MG","12/2020","84.00"
"315790","SANTA MARGARIDA","MG","12/2020","89.65"
"315800","SANTA MARIA DE ITABIRA","MG","12/2020","85.87"
"315810","SANTA MARIA DO SALTO","MG","12/2020","80.61"
"315820","SANTA MARIA DO SUAÇUÍ","MG","12/2020","78.54"
"315830","SANTANA DA VARGEM","MG","12/2020","92.69"
"315840","SANTANA DE CATAGUASES","MG","12/2020","86.89"
"315850","SANTANA DE PIRAPAMA","MG","12/2020","76.45"
"315860","SANTANA DO DESERTO","MG","12/2020","83.79"
"315870","SANTANA DO GARAMBÉU","MG","12/2020","81.30"
"315880","SANTANA DO JACARÉ","MG","12/2020","88.42"
"315890","SANTANA DO MANHUAÇU","MG","12/2020","75.07"
"315895","SANTANA DO PARAÍSO","MG","12/2020","88.96"
"315900","SANTANA DO RIACHO","MG","12/2020","75.61"
"315910","SANTANA DOS MONTES","MG","12/2020","70.90"
"315920","SANTA RITA DE CALDAS","MG","12/2020","75.27"
"315930","SANTA RITA DE JACUTINGA","MG","12/2020","85.45"
"315935","SANTA RITA DE MINAS","MG","12/2020","73.78"
"315940","SANTA RITA DE IBITIPOCA","MG","12/2020","81.89"
"315950","SANTA RITA DO ITUETO","MG","12/2020","78.31"
"315960","SANTA RITA DO SAPUCAÍ","MG","12/2020","89.75"
"315970","SANTA ROSA DA SERRA","MG","12/2020","84.08"
"315980","SANTA VITÓRIA","MG","12/2020","87.89"
"315990","SANTO ANTÔNIO DO AMPARO","MG","12/2020","87.01"
"316000","SANTO ANTÔNIO DO AVENTUREIRO","MG","12/2020","84.13"
"316010","SANTO ANTÔNIO DO GRAMA","MG","12/2020","88.51"
"316020","SANTO ANTÔNIO DO ITAMBÉ","MG","12/2020","81.13"
"316030","SANTO ANTÔNIO DO JACINTO","MG","12/2020","90.49"
"316040","SANTO ANTÔNIO DO MONTE","MG","12/2020","77.96"
"316045","SANTO ANTÔNIO DO RETIRO","MG","12/2020","84.58"
"316050","SANTO ANTÔNIO DO RIO ABAIXO","MG","12/2020","84.38"
"316060","SANTO HIPÓLITO","MG","12/2020","75.45"
"316070","SANTOS DUMONT","MG","12/2020","78.77"
"316080","SÃO BENTO ABADE","MG","12/2020","86.94"
"316090","SÃO BRÁS DO SUAÇUÍ","MG","12/2020","82.19"
"316095","SÃO DOMINGOS DAS DORES","MG","12/2020","77.61"
"316100","SÃO DOMINGOS DO PRATA","MG","12/2020","85.64"
"316105","SÃO FÉLIX DE MINAS","MG","12/2020","81.36"
"316110","SÃO FRANCISCO","MG","12/2020","94.35"
"316120","SÃO FRANCISCO DE PAULA","MG","12/2020","96.29"
"316130","SÃO FRANCISCO DE SALES","MG","12/2020","81.23"
"316140","SÃO FRANCISCO DO GLÓRIA","MG","12/2020","92.33"
"316150","SÃO GERALDO","MG","12/2020","90.51"
"316160","SÃO GERALDO DA PIEDADE","MG","12/2020","75.67"
"316165","SÃO GERALDO DO BAIXIO","MG","12/2020","77.08"
"316170","SÃO GONÇALO DO ABAETÉ","MG","12/2020","86.31"
"316180","SÃO GONÇALO DO PARÁ","MG","12/2020","86.86"
"316190","SÃO GONÇALO DO RIO ABAIXO","MG","12/2020","90.78"
"316200","SÃO GONÇALO DO SAPUCAÍ","MG","12/2020","82.17"
"316210","SÃO GOTARDO","MG","12/2020","88.34"
"316220","SÃO JOÃO BATISTA DO GLÓRIA","MG","12/2020","72.36"
"316225","SÃO JOÃO DA LAGOA","MG","12/2020","98.39"
"316230","SÃO JOÃO DA MATA","MG","12/2020","67.78"
"316240","SÃO JOÃO DA PONTE","MG","12/2020","74.67"
"316245","SÃO JOÃO DAS MISSÕES","MG","12/2020","87.80"
"316250","SÃO JOÃO DEL REI","MG","12/2020","83.06"
"316255","SÃO JOÃO DO MANHUAÇU","MG","12/2020","80.86"
"316257","SÃO JOÃO DO MANTENINHA","MG","12/2020","83.91"
"316260","SÃO JOÃO DO ORIENTE","MG","12/2020","90.64"
"316265","SÃO JOÃO DO PACUÍ","MG","12/2020","83.38"
"316270","SÃO JOÃO DO PARAÍSO","MG","12/2020","80.95"
"316280","SÃO JOÃO EVANGELISTA","MG","12/2020","79.41"
"316290","SÃO JOÃO NEPOMUCENO","MG","12/2020","87.37"
"316292","SÃO JOAQUIM DE BICAS","MG","12/2020","85.90"
"316294","SÃO JOSÉ DA BARRA","MG","12/2020","82.90"
"316295","SÃO JOSÉ DA LAPA","MG","12/2020","84.84"
"316300","SÃO JOSÉ DA SAFIRA","MG","12/2020","80.98"
"316310","SÃO JOSÉ DA VARGINHA","MG","12/2020","82.93"
"316320","SÃO JOSÉ DO ALEGRE","MG","12/2020","86.02"
"316330","SÃO JOSÉ DO DIVINO","MG","12/2020","85.67"
"316340","SÃO JOSÉ DO GOIABAL","MG","12/2020","75.90"
"316350","SÃO JOSÉ DO JACURI","MG","12/2020","91.74"
"316360","SÃO JOSÉ DO MANTIMENTO","MG","12/2020","81.00"
"316370","SÃO LOURENÇO","MG","12/2020","86.69"
"316380","SÃO MIGUEL DO ANTA","MG","12/2020","85.99"
"316390","SÃO PEDRO DA UNIÃO","MG","12/2020","77.72"
"316400","SÃO PEDRO DOS FERROS","MG","12/2020","83.56"
"316410","SÃO PEDRO DO SUAÇUÍ","MG","12/2020","89.14"
"316420","SÃO ROMÃO","MG","12/2020","93.15"
"316430","SÃO ROQUE DE MINAS","MG","12/2020","76.66"
"316440","SÃO SEBASTIÃO DA BELA VISTA","MG","12/2020","83.72"
"316443","SÃO SEBASTIÃO DA VARGEM ALEGRE","MG","12/2020","74.43"
"316447","SÃO SEBASTIÃO DO ANTA","MG","12/2020","76.86"
"316450","SÃO SEBASTIÃO DO MARANHÃO","MG","12/2020","81.33"
"316460","SÃO SEBASTIÃO DO OESTE","MG","12/2020","85.25"
"316470","SÃO SEBASTIÃO DO PARAÍSO","MG","12/2020","87.96"
"316480","SÃO SEBASTIÃO DO RIO PRETO","MG","12/2020","67.64"
"316490","SÃO SEBASTIÃO DO RIO VERDE","MG","12/2020","76.23"
"316500","SÃO TIAGO","MG","12/2020","81.19"
"316510","SÃO TOMÁS DE AQUINO","MG","12/2020","85.06"
"316520","SÃO THOMÉ DAS LETRAS","MG","12/2020","81.39"
"316530","SÃO VICENTE DE MINAS","MG","12/2020","82.08"
"316540","SAPUCAÍ-MIRIM","MG","12/2020","84.15"
"316550","SARDOÁ","MG","12/2020","81.39"
"316553","SARZEDO","MG","12/2020","84.18"
"316555","SETUBINHA","MG","12/2020","91.00"
"316556","SEM-PEIXE","MG","12/2020","71.13"
"316557","SENADOR AMARAL","MG","12/2020","83.68"
"316560","SENADOR CORTES","MG","12/2020","83.33"
"316570","SENADOR FIRMINO","MG","12/2020","86.86"
"316580","SENADOR JOSÉ BENTO","MG","12/2020","74.88"
"316590","SENADOR MODESTINO GONÇALVES","MG","12/2020","83.00"
"316600","SENHORA DE OLIVEIRA","MG","12/2020","77.07"
"316610","SENHORA DO PORTO","MG","12/2020","79.95"
"316620","SENHORA DOS REMÉDIOS","MG","12/2020","89.17"
"316630","SERICITA","MG","12/2020","75.45"
"316640","SERITINGA","MG","12/2020","80.53"
"316650","SERRA AZUL DE MINAS","MG","12/2020","88.34"
"316660","SERRA DA SAUDADE","MG","12/2020","89.87"
"316670","SERRA DOS AIMORÉS","MG","12/2020","90.21"
"316680","SERRA DO SALITRE","MG","12/2020","90.10"
"316690","SERRANIA","MG","12/2020","86.68"
"316695","SERRANÓPOLIS DE MINAS","MG","12/2020","96.46"
"316700","SERRANOS","MG","12/2020","72.38"
"316710","SERRO","MG","12/2020","88.48"
"316720","SETE LAGOAS","MG","12/2020","82.10"
"316730","SILVEIRÂNIA","MG","12/2020","91.79"
"316740","SILVIANÓPOLIS","MG","12/2020","82.60"
"316750","SIMÃO PEREIRA","MG","12/2020","75.25"
"316760","SIMONÉSIA","MG","12/2020","76.30"
"316770","SOBRÁLIA","MG","12/2020","83.12"
"316780","SOLEDADE DE MINAS","MG","12/2020","84.00"
"316790","TABULEIRO","MG","12/2020","79.16"
"316800","TAIOBEIRAS","MG","12/2020","83.12"
"316805","TAPARUBA","MG","12/2020","86.70"
"316810","TAPIRA","MG","12/2020","86.00"
"316820","TAPIRAÍ","MG","12/2020","86.41"
"316830","TAQUARAÇU DE MINAS","MG","12/2020","85.12"
"316840","TARUMIRIM","MG","12/2020","82.51"
"316850","TEIXEIRAS","MG","12/2020","82.88"
"316860","TEÓFILO OTONI","MG","12/2020","83.13"
"316870","TIMÓTEO","MG","12/2020","85.99"
"316880","TIRADENTES","MG","12/2020","81.12"
"316890","TIROS","MG","12/2020","80.31"
"316900","TOCANTINS","MG","12/2020","84.38"
"316905","TOCOS DO MOJI","MG","12/2020","76.51"
"316910","TOLEDO","MG","12/2020","74.13"
"316920","TOMBOS","MG","12/2020","87.12"
"316930","TRÊS CORAÇÕES","MG","12/2020","79.00"
"316935","TRÊS MARIAS","MG","12/2020","86.47"
"316940","TRÊS PONTAS","MG","12/2020","84.33"
"316950","TUMIRITINGA","MG","12/2020","85.39"
"316960","TUPACIGUARA","MG","12/2020","85.24"
"316970","TURMALINA","MG","12/2020","91.91"
"316980","TURVOLÂNDIA","MG","12/2020","80.16"
"316990","UBÁ","MG","12/2020","84.45"
"317000","UBAÍ","MG","12/2020","80.80"
"317005","UBAPORANGA","MG","12/2020","80.90"
"317010","UBERABA","MG","12/2020","77.85"
"317020","UBERLÂNDIA","MG","12/2020","78.91"
"317030","UMBURATIBA","MG","12/2020","84.44"
"317040","UNAÍ","MG","12/2020","77.96"
"317043","UNIÃO DE MINAS","MG","12/2020","84.48"
"317047","URUANA DE MINAS","MG","12/2020","91.28"
"317050","URUCÂNIA","MG","12/2020","75.46"
"317052","URUCUIA","MG","12/2020","80.97"
"317057","VARGEM ALEGRE","MG","12/2020","85.38"
"317060","VARGEM BONITA","MG","12/2020","92.42"
"317065","VARGEM GRANDE DO RIO PARDO","MG","12/2020","79.38"
"317070","VARGINHA","MG","12/2020","84.39"
"317075","VARJÃO DE MINAS","MG","12/2020","76.76"
"317080","VÁRZEA DA PALMA","MG","12/2020","81.06"
"317090","VARZELÂNDIA","MG","12/2020","85.38"
"317100","VAZANTE","MG","12/2020","85.85"
"317103","VERDELÂNDIA","MG","12/2020","83.46"
"317107","VEREDINHA","MG","12/2020","87.61"
"317110","VERÍSSIMO","MG","12/2020","87.36"
"317115","VERMELHO NOVO","MG","12/2020","74.44"
"317120","VESPASIANO","MG","12/2020","82.95"
"317130","VIÇOSA","MG","12/2020","84.11"
"317140","VIEIRAS","MG","12/2020","83.92"
"317150","MATHIAS LOBATO","MG","12/2020","79.06"
"317160","VIRGEM DA LAPA","MG","12/2020","82.55"
"317170","VIRGÍNIA","MG","12/2020","76.78"
"317180","VIRGINÓPOLIS","MG","12/2020","88.11"
"317190","VIRGOLÂNDIA","MG","12/2020","91.23"
"317200","VISCONDE DO RIO BRANCO","MG","12/2020","87.57"
"317210","VOLTA GRANDE","MG","12/2020","91.74"
"317220","WENCESLAU BRAZ","MG","12/2020","81.30"
"500020","ÁGUA CLARA","MS","12/2020","86.47"
"500025","ALCINÓPOLIS","MS","12/2020","85.73"
"500060","AMAMBAI","MS","12/2020","87.41"
"500070","ANASTÁCIO","MS","12/2020","83.75"
"500080","ANAURILÂNDIA","MS","12/2020","88.85"
"500085","ANGÉLICA","MS","12/2020","86.33"
"500090","ANTÔNIO JOÃO","MS","12/2020","76.74"
"500100","APARECIDA DO TABOADO","MS","12/2020","91.61"
"500110","AQUIDAUANA","MS","12/2020","80.38"
"500124","ARAL MOREIRA","MS","12/2020","90.28"
"500150","BANDEIRANTES","MS","12/2020","83.52"
"500190","BATAGUASSU","MS","12/2020","86.98"
"500200","BATAYPORÃ","MS","12/2020","89.78"
"500210","BELA VISTA","MS","12/2020","80.73"
"500215","BODOQUENA","MS","12/2020","80.45"
"500220","BONITO","MS","12/2020","87.00"
"500230","BRASILÂNDIA","MS","12/2020","85.01"
"500240","CAARAPÓ","MS","12/2020","84.29"
"500260","CAMAPUÃ","MS","12/2020","87.51"
"500270","CAMPO GRANDE","MS","12/2020","85.06"
"500280","CARACOL","MS","12/2020","86.11"
"500290","CASSILÂNDIA","MS","12/2020","84.20"
"500295","CHAPADÃO DO SUL","MS","12/2020","88.97"
"500310","CORGUINHO","MS","12/2020","79.80"
"500315","CORONEL SAPUCAIA","MS","12/2020","86.80"
"500320","CORUMBÁ","MS","12/2020","86.96"
"500325","COSTA RICA","MS","12/2020","90.63"
"500330","COXIM","MS","12/2020","88.09"
"500345","DEODÁPOLIS","MS","12/2020","83.67"
"500348","DOIS IRMÃOS DO BURITI","MS","12/2020","72.21"
"500350","DOURADINA","MS","12/2020","92.80"
"500370","DOURADOS","MS","12/2020","84.11"
"500375","ELDORADO","MS","12/2020","86.59"
"500380","FÁTIMA DO SUL","MS","12/2020","84.95"
"500390","FIGUEIRÃO","MS","12/2020","89.64"
"500400","GLÓRIA DE DOURADOS","MS","12/2020","89.90"
"500410","GUIA LOPES DA LAGUNA","MS","12/2020","86.94"
"500430","IGUATEMI","MS","12/2020","83.59"
"500440","INOCÊNCIA","MS","12/2020","76.28"
"500450","ITAPORÃ","MS","12/2020","82.49"
"500460","ITAQUIRAÍ","MS","12/2020","83.11"
"500470","IVINHEMA","MS","12/2020","87.16"
"500480","JAPORÃ","MS","12/2020","83.52"
"500490","JARAGUARI","MS","12/2020","81.44"
"500500","JARDIM","MS","12/2020","86.81"
"500510","JATEÍ","MS","12/2020","87.17"
"500515","JUTI","MS","12/2020","84.17"
"500520","LADÁRIO","MS","12/2020","87.40"
"500525","LAGUNA CARAPÃ","MS","12/2020","85.90"
"500540","MARACAJU","MS","12/2020","79.75"
"500560","MIRANDA","MS","12/2020","80.72"
"500568","MUNDO NOVO","MS","12/2020","84.19"
"500570","NAVIRAÍ","MS","12/2020","81.51"
"500580","NIOAQUE","MS","12/2020","83.62"
"500600","NOVA ALVORADA DO SUL","MS","12/2020","84.30"
"500620","NOVA ANDRADINA","MS","12/2020","88.97"
"500625","NOVO HORIZONTE DO SUL","MS","12/2020","90.74"
"500627","PARAÍSO DAS ÁGUAS","MS","12/2020","79.86"
"500630","PARANAÍBA","MS","12/2020","85.48"
"500635","PARANHOS","MS","12/2020","92.86"
"500640","PEDRO GOMES","MS","12/2020","86.35"
"500660","PONTA PORÃ","MS","12/2020","78.63"
"500690","PORTO MURTINHO","MS","12/2020","80.73"
"500710","RIBAS DO RIO PARDO","MS","12/2020","83.39"
"500720","RIO BRILHANTE","MS","12/2020","82.51"
"500730","RIO NEGRO","MS","12/2020","90.39"
"500740","RIO VERDE DE MATO GROSSO","MS","12/2020","87.03"
"500750","ROCHEDO","MS","12/2020","81.20"
"500755","SANTA RITA DO PARDO","MS","12/2020","75.16"
"500769","SÃO GABRIEL DO OESTE","MS","12/2020","86.26"
"500770","SETE QUEDAS","MS","12/2020","75.86"
"500780","SELVÍRIA","MS","12/2020","85.35"
"500790","SIDROLÂNDIA","MS","12/2020","80.21"
"500793","SONORA","MS","12/2020","85.77"
"500795","TACURU","MS","12/2020","87.52"
"500797","TAQUARUSSU","MS","12/2020","84.54"
"500800","TERENOS","MS","12/2020","75.85"
"500830","TRÊS LAGOAS","MS","12/2020","83.81"
"500840","VICENTINA","MS","12/2020","84.57"
"510010","ACORIZAL","MT","12/2020","86.97"
"510020","ÁGUA BOA","MT","12/2020","82.92"
"510025","ALTA FLORESTA","MT","12/2020","81.34"
"510030","ALTO ARAGUAIA","MT","12/2020","83.48"
"510035","ALTO BOA VISTA","MT","12/2020","81.74"
"510040","ALTO GARÇAS","MT","12/2020","84.35"
"510050","ALTO PARAGUAI","MT","12/2020","87.19"
"510060","ALTO TAQUARI","MT","12/2020","87.16"
"510080","APIACÁS","MT","12/2020","80.71"
"510100","ARAGUAIANA","MT","12/2020","80.00"
"510120","ARAGUAINHA","MT","12/2020","75.18"
"510125","ARAPUTANGA","MT","12/2020","81.47"
"510130","ARENÁPOLIS","MT","12/2020","83.26"
"510140","ARIPUANÃ","MT","12/2020","82.03"
"510160","BARÃO DE MELGAÇO","MT","12/2020","82.89"
"510170","BARRA DO BUGRES","MT","12/2020","80.45"
"510180","BARRA DO GARÇAS","MT","12/2020","81.85"
"510185","BOM JESUS DO ARAGUAIA","MT","12/2020","81.19"
"510190","BRASNORTE","MT","12/2020","76.84"
"510250","CÁCERES","MT","12/2020","88.16"
"510260","CAMPINÁPOLIS","MT","12/2020","81.93"
"510263","CAMPO NOVO DO PARECIS","MT","12/2020","76.34"
"510267","CAMPO VERDE","MT","12/2020","79.04"
"510268","CAMPOS DE JÚLIO","MT","12/2020","77.43"
"510269","CANABRAVA DO NORTE","MT","12/2020","82.87"
"510270","CANARANA","MT","12/2020","86.23"
"510279","CARLINDA","MT","12/2020","79.69"
"510285","CASTANHEIRA","MT","12/2020","76.66"
"510300","CHAPADA DOS GUIMARÃES","MT","12/2020","86.02"
"510305","CLÁUDIA","MT","12/2020","79.11"
"510310","COCALINHO","MT","12/2020","87.58"
"510320","COLÍDER","MT","12/2020","85.80"
"510325","COLNIZA","MT","12/2020","69.64"
"510330","COMODORO","MT","12/2020","79.35"
"510335","CONFRESA","MT","12/2020","82.34"
"510336","CONQUISTA DOESTE","MT","12/2020","76.17"
"510337","COTRIGUAÇU","MT","12/2020","69.23"
"510340","CUIABÁ","MT","12/2020","83.77"
"510343","CURVELÂNDIA","MT","12/2020","80.89"
"510345","DENISE","MT","12/2020","85.38"
"510350","DIAMANTINO","MT","12/2020","81.77"
"510360","DOM AQUINO","MT","12/2020","85.24"
"510370","FELIZ NATAL","MT","12/2020","89.29"
"510380","FIGUEIRÓPOLIS DOESTE","MT","12/2020","85.76"
"510385","GAÚCHA DO NORTE","MT","12/2020","89.26"
"510390","GENERAL CARNEIRO","MT","12/2020","85.62"
"510395","GLÓRIA DOESTE","MT","12/2020","86.22"
"510410","GUARANTÃ DO NORTE","MT","12/2020","84.02"
"510420","GUIRATINGA","MT","12/2020","89.37"
"510450","INDIAVAÍ","MT","12/2020","57.29"
"510452","IPIRANGA DO NORTE","MT","12/2020","86.22"
"510454","ITANHANGÁ","MT","12/2020","81.14"
"510455","ITAÚBA","MT","12/2020","84.10"
"510460","ITIQUIRA","MT","12/2020","82.90"
"510480","JACIARA","MT","12/2020","86.56"
"510490","JANGADA","MT","12/2020","91.48"
"510500","JAURU","MT","12/2020","80.95"
"510510","JUARA","MT","12/2020","86.82"
"510515","JUÍNA","MT","12/2020","82.28"
"510517","JURUENA","MT","12/2020","73.99"
"510520","JUSCIMEIRA","MT","12/2020","84.77"
"510523","LAMBARI DOESTE","MT","12/2020","82.53"
"510525","LUCAS DO RIO VERDE","MT","12/2020","86.61"
"510530","LUCIARA","MT","12/2020","85.82"
"510550","VILA BELA DA SANTÍSSIMA TRINDADE","MT","12/2020","73.17"
"510558","MARCELÂNDIA","MT","12/2020","96.76"
