"Código","Unidade Territorial","UF","Referência","Famílias beneficiárias do Programa Bolsa Família"
"311580","CENTRALINA","MG","10/2019","857"
"311590","CHÁCARA","MG","10/2019","223"
"311600","CHALÉ","MG","10/2019","1131"
"311610","CHAPADA DO NORTE","MG","10/2019","1063"
"311615","CHAPADA GAÚCHA","MG","10/2019","1824"
"311620","CHIADOR","MG","10/2019","255"
"311630","CIPOTÂNEA","MG","10/2019","759"
"311640","CLARAVAL","MG","10/2019","194"
"311650","CLARO DOS POÇÕES","MG","10/2019","1053"
"311660","CLÁUDIO","MG","10/2019","679"
"311670","COIMBRA","MG","10/2019","555"
"311680","COLUNA","MG","10/2019","1056"
"311690","COMENDADOR GOMES","MG","10/2019","281"
"311700","COMERCINHO","MG","10/2019","1399"
"311710","CONCEIÇÃO DA APARECIDA","MG","10/2019","529"
"311720","CONCEIÇÃO DAS PEDRAS","MG","10/2019","186"
"311730","CONCEIÇÃO DAS ALAGOAS","MG","10/2019","852"
"311740","CONCEIÇÃO DE IPANEMA","MG","10/2019","552"
"311750","CONCEIÇÃO DO MATO DENTRO","MG","10/2019","1836"
"311760","CONCEIÇÃO DO PARÁ","MG","10/2019","241"
"311770","CONCEIÇÃO DO RIO VERDE","MG","10/2019","784"
"311780","CONCEIÇÃO DOS OUROS","MG","10/2019","305"
"311783","CÔNEGO MARINHO","MG","10/2019","1325"
"311787","CONFINS","MG","10/2019","216"
"311790","CONGONHAL","MG","10/2019","447"
"311800","CONGONHAS","MG","10/2019","1196"
"311810","CONGONHAS DO NORTE","MG","10/2019","456"
"311820","CONQUISTA","MG","10/2019","342"
"311830","CONSELHEIRO LAFAIETE","MG","10/2019","1837"
"311840","CONSELHEIRO PENA","MG","10/2019","1963"
"311850","CONSOLAÇÃO","MG","10/2019","172"
"311860","CONTAGEM","MG","10/2019","22297"
"311870","COQUEIRAL","MG","10/2019","601"
"311880","CORAÇÃO DE JESUS","MG","10/2019","3669"
"311890","CORDISBURGO","MG","10/2019","743"
"311900","CORDISLÂNDIA","MG","10/2019","350"
"311910","CORINTO","MG","10/2019","1805"
"311920","COROACI","MG","10/2019","945"
"311930","COROMANDEL","MG","10/2019","1233"
"311940","CORONEL FABRICIANO","MG","10/2019","5032"
"311950","CORONEL MURTA","MG","10/2019","1022"
"311960","CORONEL PACHECO","MG","10/2019","218"
"311970","CORONEL XAVIER CHAVES","MG","10/2019","105"
"311980","CÓRREGO DANTA","MG","10/2019","78"
"311990","CÓRREGO DO BOM JESUS","MG","10/2019","149"
"311995","CÓRREGO FUNDO","MG","10/2019","66"
"312000","CÓRREGO NOVO","MG","10/2019","319"
"312010","COUTO DE MAGALHÃES DE MINAS","MG","10/2019","397"
"312015","CRISÓLITA","MG","10/2019","892"
"312020","CRISTAIS","MG","10/2019","448"
"312030","CRISTÁLIA","MG","10/2019","1519"
"312040","CRISTIANO OTONI","MG","10/2019","247"
"312050","CRISTINA","MG","10/2019","419"
"312060","CRUCILÂNDIA","MG","10/2019","304"
"312070","CRUZEIRO DA FORTALEZA","MG","10/2019","299"
"312080","CRUZÍLIA","MG","10/2019","1160"
"312083","CUPARAQUE","MG","10/2019","342"
"312087","CURRAL DE DENTRO","MG","10/2019","1444"
"312090","CURVELO","MG","10/2019","3838"
"312100","DATAS","MG","10/2019","600"
"312110","DELFIM MOREIRA","MG","10/2019","382"
"312120","DELFINÓPOLIS","MG","10/2019","257"
"312125","DELTA","MG","10/2019","911"
"312130","DESCOBERTO","MG","10/2019","297"
"312140","DESTERRO DE ENTRE RIOS","MG","10/2019","294"
"312150","DESTERRO DO MELO","MG","10/2019","264"
"312160","DIAMANTINA","MG","10/2019","2995"
"312170","DIOGO DE VASCONCELOS","MG","10/2019","458"
"312180","DIONÍSIO","MG","10/2019","573"
"312190","DIVINÉSIA","MG","10/2019","138"
"312200","DIVINO","MG","10/2019","2107"
"312210","DIVINO DAS LARANJEIRAS","MG","10/2019","604"
"312220","DIVINOLÂNDIA DE MINAS","MG","10/2019","904"
"312230","DIVINÓPOLIS","MG","10/2019","2472"
"312235","DIVISA ALEGRE","MG","10/2019","1003"
"312240","DIVISA NOVA","MG","10/2019","198"
"312245","DIVISÓPOLIS","MG","10/2019","1591"
"312247","DOM BOSCO","MG","10/2019","332"
"312250","DOM CAVATI","MG","10/2019","257"
"312260","DOM JOAQUIM","MG","10/2019","441"
"312270","DOM SILVÉRIO","MG","10/2019","261"
"312280","DOM VIÇOSO","MG","10/2019","113"
"312290","DONA EUSÉBIA","MG","10/2019","230"
"312300","DORES DE CAMPOS","MG","10/2019","233"
"312310","DORES DE GUANHÃES","MG","10/2019","303"
"312320","DORES DO INDAIÁ","MG","10/2019","456"
"312330","DORES DO TURVO","MG","10/2019","432"
"312340","DORESÓPOLIS","MG","10/2019","96"
"312350","DOURADOQUARA","MG","10/2019","103"
"312352","DURANDÉ","MG","10/2019","878"
"312360","ELÓI MENDES","MG","10/2019","722"
"312370","ENGENHEIRO CALDAS","MG","10/2019","771"
"312380","ENGENHEIRO NAVARRO","MG","10/2019","1414"
"312385","ENTRE FOLHAS","MG","10/2019","525"
"312390","ENTRE RIOS DE MINAS","MG","10/2019","614"
"312400","ERVÁLIA","MG","10/2019","1140"
"312410","ESMERALDAS","MG","10/2019","5119"
"312420","ESPERA FELIZ","MG","10/2019","1920"
"312430","ESPINOSA","MG","10/2019","4261"
"312440","ESPÍRITO SANTO DO DOURADO","MG","10/2019","386"
"312450","ESTIVA","MG","10/2019","431"
"312460","ESTRELA DALVA","MG","10/2019","163"
"312470","ESTRELA DO INDAIÁ","MG","10/2019","126"
"312480","ESTRELA DO SUL","MG","10/2019","394"
"312490","EUGENÓPOLIS","MG","10/2019","798"
"312500","EWBANK DA CÂMARA","MG","10/2019","485"
"312510","EXTREMA","MG","10/2019","1049"
"312520","FAMA","MG","10/2019","49"
"312530","FARIA LEMOS","MG","10/2019","365"
"312540","FELÍCIO DOS SANTOS","MG","10/2019","589"
"312550","SÃO GONÇALO DO RIO PRETO","MG","10/2019","338"
"312560","FELISBURGO","MG","10/2019","1162"
"312570","FELIXLÂNDIA","MG","10/2019","874"
"312580","FERNANDES TOURINHO","MG","10/2019","226"
"312590","FERROS","MG","10/2019","792"
"312595","FERVEDOURO","MG","10/2019","979"
"312600","FLORESTAL","MG","10/2019","188"
"312610","FORMIGA","MG","10/2019","1306"
"312620","FORMOSO","MG","10/2019","1359"
"312630","FORTALEZA DE MINAS","MG","10/2019","88"
"312640","FORTUNA DE MINAS","MG","10/2019","149"
"312650","FRANCISCO BADARÓ","MG","10/2019","922"
"312660","FRANCISCO DUMONT","MG","10/2019","638"
"312670","FRANCISCO SÁ","MG","10/2019","2736"
"312675","FRANCISCÓPOLIS","MG","10/2019","743"
"312680","FREI GASPAR","MG","10/2019","876"
"312690","FREI INOCÊNCIO","MG","10/2019","1538"
"312695","FREI LAGONEGRO","MG","10/2019","566"
"312700","FRONTEIRA","MG","10/2019","842"
"312705","FRONTEIRA DOS VALES","MG","10/2019","862"
"312707","FRUTA DE LEITE","MG","10/2019","634"
"312710","FRUTAL","MG","10/2019","1493"
"312720","FUNILÂNDIA","MG","10/2019","440"
"312730","GALILÉIA","MG","10/2019","668"
"312733","GAMELEIRAS","MG","10/2019","676"
"312735","GLAUCILÂNDIA","MG","10/2019","319"
"312737","GOIABEIRA","MG","10/2019","317"
"312738","GOIANÁ","MG","10/2019","210"
"312740","GONÇALVES","MG","10/2019","81"
"312750","GONZAGA","MG","10/2019","532"
"312760","GOUVEIA","MG","10/2019","552"
"312770","GOVERNADOR VALADARES","MG","10/2019","10976"
"312780","GRÃO MOGOL","MG","10/2019","1331"
"312790","GRUPIARA","MG","10/2019","48"
"312800","GUANHÃES","MG","10/2019","1770"
"312810","GUAPÉ","MG","10/2019","486"
"312820","GUARACIABA","MG","10/2019","964"
"312825","GUARACIAMA","MG","10/2019","868"
"312830","GUARANÉSIA","MG","10/2019","530"
"312840","GUARANI","MG","10/2019","472"
"312850","GUARARÁ","MG","10/2019","301"
"312860","GUARDA-MOR","MG","10/2019","334"
"312870","GUAXUPÉ","MG","10/2019","1276"
"312880","GUIDOVAL","MG","10/2019","535"
"312890","GUIMARÂNIA","MG","10/2019","664"
"312900","GUIRICEMA","MG","10/2019","535"
"312910","GURINHATÃ","MG","10/2019","352"
"312920","HELIODORA","MG","10/2019","306"
"312930","IAPU","MG","10/2019","909"
"312940","IBERTIOGA","MG","10/2019","369"
"312950","IBIÁ","MG","10/2019","1020"
"312960","IBIAÍ","MG","10/2019","1121"
"312965","IBIRACATU","MG","10/2019","906"
"312970","IBIRACI","MG","10/2019","516"
"312980","IBIRITÉ","MG","10/2019","9562"
"312990","IBITIÚRA DE MINAS","MG","10/2019","149"
"313000","IBITURUNA","MG","10/2019","189"
"313005","ICARAÍ DE MINAS","MG","10/2019","1475"
"313010","IGARAPÉ","MG","10/2019","2343"
"313020","IGARATINGA","MG","10/2019","177"
"313030","IGUATAMA","MG","10/2019","431"
"313040","IJACI","MG","10/2019","308"
"313050","ILICÍNEA","MG","10/2019","507"
"313055","IMBÉ DE MINAS","MG","10/2019","1336"
"313060","INCONFIDENTES","MG","10/2019","275"
"313065","INDAIABIRA","MG","10/2019","1014"
"313070","INDIANÓPOLIS","MG","10/2019","400"
"313080","INGAÍ","MG","10/2019","103"
"313090","INHAPIM","MG","10/2019","2584"
"313100","INHAÚMA","MG","10/2019","680"
"313110","INIMUTABA","MG","10/2019","582"
"313115","IPABA","MG","10/2019","1026"
"313120","IPANEMA","MG","10/2019","1654"
"313130","IPATINGA","MG","10/2019","11632"
"313140","IPIAÇU","MG","10/2019","204"
"313150","IPUIÚNA","MG","10/2019","452"
"313160","IRAÍ DE MINAS","MG","10/2019","483"
"313170","ITABIRA","MG","10/2019","3338"
"313180","ITABIRINHA","MG","10/2019","829"
"313190","ITABIRITO","MG","10/2019","1247"
"313200","ITACAMBIRA","MG","10/2019","693"
"313210","ITACARAMBI","MG","10/2019","1891"
"313220","ITAGUARA","MG","10/2019","467"
"313230","ITAIPÉ","MG","10/2019","1932"
"313240","ITAJUBÁ","MG","10/2019","2581"
"313250","ITAMARANDIBA","MG","10/2019","2501"
"313260","ITAMARATI DE MINAS","MG","10/2019","201"
"313270","ITAMBACURI","MG","10/2019","2872"
"313280","ITAMBÉ DO MATO DENTRO","MG","10/2019","132"
"313290","ITAMOGI","MG","10/2019","349"
"313300","ITAMONTE","MG","10/2019","371"
"313310","ITANHANDU","MG","10/2019","276"
"313320","ITANHOMI","MG","10/2019","789"
"313330","ITAOBIM","MG","10/2019","1881"
"313340","ITAPAGIPE","MG","10/2019","511"
"313350","ITAPECERICA","MG","10/2019","638"
"313360","ITAPEVA","MG","10/2019","469"
"313370","ITATIAIUÇU","MG","10/2019","633"
"313375","ITAÚ DE MINAS","MG","10/2019","326"
"313380","ITAÚNA","MG","10/2019","1967"
"313390","ITAVERAVA","MG","10/2019","470"
"313400","ITINGA","MG","10/2019","2119"
"313410","ITUETA","MG","10/2019","678"
"313420","ITUIUTABA","MG","10/2019","1793"
"313430","ITUMIRIM","MG","10/2019","310"
"313440","ITURAMA","MG","10/2019","2201"
"313450","ITUTINGA","MG","10/2019","171"
"313460","JABOTICATUBAS","MG","10/2019","873"
"313470","JACINTO","MG","10/2019","1445"
"313480","JACUÍ","MG","10/2019","174"
"313490","JACUTINGA","MG","10/2019","275"
"313500","JAGUARAÇU","MG","10/2019","119"
"313505","JAÍBA","MG","10/2019","6042"
"313507","JAMPRUCA","MG","10/2019","882"
"313510","JANAÚBA","MG","10/2019","5257"
"313520","JANUÁRIA","MG","10/2019","7644"
"313530","JAPARAÍBA","MG","10/2019","169"
"313535","JAPONVAR","MG","10/2019","1322"
"313540","JECEABA","MG","10/2019","266"
"313545","JENIPAPO DE MINAS","MG","10/2019","605"
"313550","JEQUERI","MG","10/2019","892"
"313560","JEQUITAÍ","MG","10/2019","1469"
"313570","JEQUITIBÁ","MG","10/2019","392"
"313580","JEQUITINHONHA","MG","10/2019","2465"
"313590","JESUÂNIA","MG","10/2019","429"
"313600","JOAÍMA","MG","10/2019","2431"
"313610","JOANÉSIA","MG","10/2019","467"
"313620","JOÃO MONLEVADE","MG","10/2019","2267"
"313630","JOÃO PINHEIRO","MG","10/2019","3204"
"313640","JOAQUIM FELÍCIO","MG","10/2019","295"
"313650","JORDÂNIA","MG","10/2019","922"
"313652","JOSÉ GONÇALVES DE MINAS","MG","10/2019","440"
"313655","JOSÉ RAYDAN","MG","10/2019","643"
"313657","JOSENÓPOLIS","MG","10/2019","663"
"313660","NOVA UNIÃO","MG","10/2019","420"
"313665","JUATUBA","MG","10/2019","2052"
"313670","JUIZ DE FORA","MG","10/2019","12481"
"313680","JURAMENTO","MG","10/2019","522"
"313690","JURUAIA","MG","10/2019","246"
"313695","JUVENÍLIA","MG","10/2019","895"
"313700","LADAINHA","MG","10/2019","1913"
"313710","LAGAMAR","MG","10/2019","570"
"313720","LAGOA DA PRATA","MG","10/2019","1661"
"313730","LAGOA DOS PATOS","MG","10/2019","602"
"313740","LAGOA DOURADA","MG","10/2019","485"
"313750","LAGOA FORMOSA","MG","10/2019","734"
"313753","LAGOA GRANDE","MG","10/2019","727"
"313760","LAGOA SANTA","MG","10/2019","1830"
"313770","LAJINHA","MG","10/2019","2151"
"313780","LAMBARI","MG","10/2019","969"
"313790","LAMIM","MG","10/2019","236"
"313800","LARANJAL","MG","10/2019","486"
"313810","LASSANCE","MG","10/2019","834"
"313820","LAVRAS","MG","10/2019","3530"
"313830","LEANDRO FERREIRA","MG","10/2019","107"
"313835","LEME DO PRADO","MG","10/2019","402"
"313840","LEOPOLDINA","MG","10/2019","1705"
"313850","LIBERDADE","MG","10/2019","421"
"313860","LIMA DUARTE","MG","10/2019","894"
"313862","LIMEIRA DO OESTE","MG","10/2019","292"
"313865","LONTRA","MG","10/2019","1413"
"313867","LUISBURGO","MG","10/2019","590"
"313868","LUISLÂNDIA","MG","10/2019","1029"
"313870","LUMINÁRIAS","MG","10/2019","218"
"313880","LUZ","MG","10/2019","504"
"313890","MACHACALIS","MG","10/2019","956"
"313900","MACHADO","MG","10/2019","1109"
"313910","MADRE DE DEUS DE MINAS","MG","10/2019","157"
"313920","MALACACHETA","MG","10/2019","1498"
"313925","MAMONAS","MG","10/2019","766"
"313930","MANGA","MG","10/2019","2357"
"313940","MANHUAÇU","MG","10/2019","1999"
"313950","MANHUMIRIM","MG","10/2019","2116"
"313960","MANTENA","MG","10/2019","1570"
"313970","MARAVILHAS","MG","10/2019","677"
"313980","MAR DE ESPANHA","MG","10/2019","356"
"313990","MARIA DA FÉ","MG","10/2019","602"
"314000","MARIANA","MG","10/2019","4827"
"314010","MARILAC","MG","10/2019","772"
"314015","MÁRIO CAMPOS","MG","10/2019","766"
"314020","MARIPÁ DE MINAS","MG","10/2019","99"
"314030","MARLIÉRIA","MG","10/2019","294"
"314040","MARMELÓPOLIS","MG","10/2019","265"
"314050","MARTINHO CAMPOS","MG","10/2019","618"
"314053","MARTINS SOARES","MG","10/2019","860"
"314055","MATA VERDE","MG","10/2019","1473"
"314060","MATERLÂNDIA","MG","10/2019","601"
"314070","MATEUS LEME","MG","10/2019","1732"
"314080","MATIAS BARBOSA","MG","10/2019","540"
"314085","MATIAS CARDOSO","MG","10/2019","959"
"314090","MATIPÓ","MG","10/2019","2246"
"314100","MATO VERDE","MG","10/2019","1704"
"314110","MATOZINHOS","MG","10/2019","1901"
"314120","MATUTINA","MG","10/2019","97"
"314130","MEDEIROS","MG","10/2019","176"
"314140","MEDINA","MG","10/2019","1876"
"314150","MENDES PIMENTEL","MG","10/2019","679"
"314160","MERCÊS","MG","10/2019","718"
"314170","MESQUITA","MG","10/2019","420"
"314180","MINAS NOVAS","MG","10/2019","2480"
"314190","MINDURI","MG","10/2019","210"
"314200","MIRABELA","MG","10/2019","1624"
"314210","MIRADOURO","MG","10/2019","850"
"314220","MIRAÍ","MG","10/2019","408"
"314225","MIRAVÂNIA","MG","10/2019","628"
"314230","MOEDA","MG","10/2019","388"
"314240","MOEMA","MG","10/2019","405"
"314250","MONJOLOS","MG","10/2019","135"
"314260","MONSENHOR PAULO","MG","10/2019","437"
"314270","MONTALVÂNIA","MG","10/2019","1808"
"314280","MONTE ALEGRE DE MINAS","MG","10/2019","1058"
"314290","MONTE AZUL","MG","10/2019","2428"
"314300","MONTE BELO","MG","10/2019","552"
"314310","MONTE CARMELO","MG","10/2019","1001"
"314315","MONTE FORMOSO","MG","10/2019","541"
"314320","MONTE SANTO DE MINAS","MG","10/2019","857"
"314330","MONTES CLAROS","MG","10/2019","13576"
"314340","MONTE SIÃO","MG","10/2019","431"
"314345","MONTEZUMA","MG","10/2019","721"
"314350","MORADA NOVA DE MINAS","MG","10/2019","183"
"314360","MORRO DA GARÇA","MG","10/2019","148"
"314370","MORRO DO PILAR","MG","10/2019","383"
"314380","MUNHOZ","MG","10/2019","250"
"314390","MURIAÉ","MG","10/2019","3139"
"314400","MUTUM","MG","10/2019","1664"
"314410","MUZAMBINHO","MG","10/2019","785"
"314420","NACIP RAYDAN","MG","10/2019","416"
"314430","NANUQUE","MG","10/2019","2374"
"314435","NAQUE","MG","10/2019","841"
"314437","NATALÂNDIA","MG","10/2019","335"
"314440","NATÉRCIA","MG","10/2019","210"
"314450","NAZARENO","MG","10/2019","663"
"314460","NEPOMUCENO","MG","10/2019","911"
"314465","NINHEIRA","MG","10/2019","1352"
"314467","NOVA BELÉM","MG","10/2019","499"
"314470","NOVA ERA","MG","10/2019","892"
"314480","NOVA LIMA","MG","10/2019","1669"
"314490","NOVA MÓDICA","MG","10/2019","444"
"314500","NOVA PONTE","MG","10/2019","516"
"314505","NOVA PORTEIRINHA","MG","10/2019","1050"
"314510","NOVA RESENDE","MG","10/2019","707"
"314520","NOVA SERRANA","MG","10/2019","737"
"314530","NOVO CRUZEIRO","MG","10/2019","3428"
"314535","NOVO ORIENTE DE MINAS","MG","10/2019","1471"
"314537","NOVORIZONTE","MG","10/2019","562"
"314540","OLARIA","MG","10/2019","127"
"314545","OLHOS-DÁGUA","MG","10/2019","1196"
"314550","OLÍMPIO NORONHA","MG","10/2019","246"
"314560","OLIVEIRA","MG","10/2019","1134"
"314570","OLIVEIRA FORTES","MG","10/2019","104"
"314580","ONÇA DE PITANGUI","MG","10/2019","124"
"314585","ORATÓRIOS","MG","10/2019","248"
"314587","ORIZÂNIA","MG","10/2019","861"
"314590","OURO BRANCO","MG","10/2019","1091"
"314600","OURO FINO","MG","10/2019","275"
"314610","OURO PRETO","MG","10/2019","2787"
"314620","OURO VERDE DE MINAS","MG","10/2019","1273"
"314625","PADRE CARVALHO","MG","10/2019","942"
"314630","PADRE PARAÍSO","MG","10/2019","3198"
"314640","PAINEIRAS","MG","10/2019","243"
"314650","PAINS","MG","10/2019","221"
"314655","PAI PEDRO","MG","10/2019","634"
"314660","PAIVA","MG","10/2019","120"
"314670","PALMA","MG","10/2019","678"
"314675","PALMÓPOLIS","MG","10/2019","1093"
"314690","PAPAGAIOS","MG","10/2019","772"
"314700","PARACATU","MG","10/2019","2399"
"314710","PARÁ DE MINAS","MG","10/2019","1873"
"314720","PARAGUAÇU","MG","10/2019","549"
"314730","PARAISÓPOLIS","MG","10/2019","557"
"314740","PARAOPEBA","MG","10/2019","1201"
"314750","PASSABÉM","MG","10/2019","133"
"314760","PASSA QUATRO","MG","10/2019","423"
"314770","PASSA TEMPO","MG","10/2019","174"
"314780","PASSA VINTE","MG","10/2019","134"
"314790","PASSOS","MG","10/2019","2698"
"314795","PATIS","MG","10/2019","892"
"314800","PATOS DE MINAS","MG","10/2019","2027"
"314810","PATROCÍNIO","MG","10/2019","2486"
"314820","PATROCÍNIO DO MURIAÉ","MG","10/2019","488"
"314830","PAULA CÂNDIDO","MG","10/2019","662"
"314840","PAULISTAS","MG","10/2019","477"
"314850","PAVÃO","MG","10/2019","1213"
"314860","PEÇANHA","MG","10/2019","1759"
"314870","PEDRA AZUL","MG","10/2019","3359"
"314875","PEDRA BONITA","MG","10/2019","1185"
"314880","PEDRA DO ANTA","MG","10/2019","418"
"314890","PEDRA DO INDAIÁ","MG","10/2019","144"
"314900","PEDRA DOURADA","MG","10/2019","228"
"314910","PEDRALVA","MG","10/2019","672"
"314915","PEDRAS DE MARIA DA CRUZ","MG","10/2019","1247"
"314920","PEDRINÓPOLIS","MG","10/2019","167"
"314930","PEDRO LEOPOLDO","MG","10/2019","1685"
"314940","PEDRO TEIXEIRA","MG","10/2019","196"
"314950","PEQUERI","MG","10/2019","135"
"314960","PEQUI","MG","10/2019","374"
"314970","PERDIGÃO","MG","10/2019","300"
"314980","PERDIZES","MG","10/2019","394"
"314990","PERDÕES","MG","10/2019","476"
"314995","PERIQUITO","MG","10/2019","758"
"315000","PESCADOR","MG","10/2019","498"
"315010","PIAU","MG","10/2019","139"
"315015","PIEDADE DE CARATINGA","MG","10/2019","1289"
"315020","PIEDADE DE PONTE NOVA","MG","10/2019","240"
"315030","PIEDADE DO RIO GRANDE","MG","10/2019","136"
"315040","PIEDADE DOS GERAIS","MG","10/2019","442"
"315050","PIMENTA","MG","10/2019","434"
"315053","PINGO DÁGUA","MG","10/2019","482"
"315057","PINTÓPOLIS","MG","10/2019","916"
"315060","PIRACEMA","MG","10/2019","140"
"315070","PIRAJUBA","MG","10/2019","163"
"315080","PIRANGA","MG","10/2019","1200"
"315090","PIRANGUÇU","MG","10/2019","255"
"315100","PIRANGUINHO","MG","10/2019","348"
"315110","PIRAPETINGA","MG","10/2019","586"
"315120","PIRAPORA","MG","10/2019","4488"
"315130","PIRAÚBA","MG","10/2019","456"
"315140","PITANGUI","MG","10/2019","1280"
"315150","PIUMHI","MG","10/2019","1390"
"315160","PLANURA","MG","10/2019","513"
"315170","POÇO FUNDO","MG","10/2019","378"
"315180","POÇOS DE CALDAS","MG","10/2019","2537"
"315190","POCRANE","MG","10/2019","1147"
"315200","POMPÉU","MG","10/2019","1172"
"315210","PONTE NOVA","MG","10/2019","2615"
"315213","PONTO CHIQUE","MG","10/2019","727"
"315217","PONTO DOS VOLANTES","MG","10/2019","1330"
"315220","PORTEIRINHA","MG","10/2019","3218"
"315230","PORTO FIRME","MG","10/2019","1991"
"315240","POTÉ","MG","10/2019","1250"
"315250","POUSO ALEGRE","MG","10/2019","3513"
"315260","POUSO ALTO","MG","10/2019","94"
"315270","PRADOS","MG","10/2019","193"
"315280","PRATA","MG","10/2019","526"
"315290","PRATÁPOLIS","MG","10/2019","281"
"315300","PRATINHA","MG","10/2019","225"
"315310","PRESIDENTE BERNARDES","MG","10/2019","516"
"315320","PRESIDENTE JUSCELINO","MG","10/2019","239"
"315330","PRESIDENTE KUBITSCHEK","MG","10/2019","165"
"315340","PRESIDENTE OLEGÁRIO","MG","10/2019","1163"
"315350","ALTO JEQUITIBÁ","MG","10/2019","685"
"315360","PRUDENTE DE MORAIS","MG","10/2019","540"
"315370","QUARTEL GERAL","MG","10/2019","166"
"315380","QUELUZITO","MG","10/2019","50"
"315390","RAPOSOS","MG","10/2019","412"
"315400","RAUL SOARES","MG","10/2019","1798"
"315410","RECREIO","MG","10/2019","612"
"315415","REDUTO","MG","10/2019","509"
"315420","RESENDE COSTA","MG","10/2019","226"
"315430","RESPLENDOR","MG","10/2019","1207"
"315440","RESSAQUINHA","MG","10/2019","455"
"315445","RIACHINHO","MG","10/2019","941"
"315450","RIACHO DOS MACHADOS","MG","10/2019","1162"
"315460","RIBEIRÃO DAS NEVES","MG","10/2019","14705"
"315470","RIBEIRÃO VERMELHO","MG","10/2019","185"
"315480","RIO ACIMA","MG","10/2019","344"
"315490","RIO CASCA","MG","10/2019","856"
"315500","RIO DOCE","MG","10/2019","134"
"315510","RIO DO PRADO","MG","10/2019","779"
"315520","RIO ESPERA","MG","10/2019","553"
"315530","RIO MANSO","MG","10/2019","263"
"315540","RIO NOVO","MG","10/2019","431"
"315550","RIO PARANAÍBA","MG","10/2019","472"
"315560","RIO PARDO DE MINAS","MG","10/2019","3376"
